,Complaints,Violations,Gap
"385 EDGECOMBE AVENUE New York, NY 10031",10.0,36.0,-26.0
"385 FT WASHINGTON AVENUE New York, NY 10033",4.0,5.0,-1.0
"385 GRAND STREET New York, NY 10002",1.0,1.0,0.0
"385 MANHATTAN AVENUE New York, NY 10026",0.0,2.0,-2.0
"385 WEST END AVENUE New York, NY 10024",0.0,2.0,-2.0
"3851 BROADWAY New York, NY 10032",314.0,336.0,-22.0
"3854 10 AVENUE New York, NY 10034",21.0,39.0,-18.0
"3855 10 AVENUE New York, NY 10034",58.0,111.0,-53.0
"3856 10 AVENUE New York, NY 10034",5.0,17.0,-12.0
"3856 BROADWAY New York, NY 10032",20.0,96.0,-76.0
"386 COLUMBUS AVENUE New York, NY 10024",1.0,2.0,-1.0
"386 FT WASHINGTON AVENUE New York, NY 10033",1.0,1.0,0.0
"386 MANHATTAN AVENUE New York, NY 10026",1.0,0.0,1.0
"3860 10 AVENUE New York, NY 10034",0.0,2.0,-2.0
"3860 BROADWAY New York, NY 10032",11.0,9.0,2.0
"3861 BROADWAY New York, NY 10032",2.0,0.0,2.0
"3868 BROADWAY New York, NY 10032",3.0,0.0,3.0
"387 8 AVENUE New York, NY 10001",1.0,0.0,1.0
"387 BROOME STREET New York, NY 10013",1.0,1.0,0.0
"387 MANHATTAN AVENUE New York, NY 10026",0.0,1.0,-1.0
"3875 BROADWAY New York, NY 10032",16.0,22.0,-6.0
"388 BLEECKER STREET New York, NY 10014",0.0,1.0,-1.0
"388 BROOME STREET New York, NY 10013",14.0,3.0,11.0
"388 EAST 8 STREET New York, NY 10009",1.0,0.0,1.0
"388 MANHATTAN AVENUE New York, NY 10026",1.0,0.0,1.0
"3880 BROADWAY New York, NY 10032",9.0,36.0,-27.0
"3883 BROADWAY New York, NY 10032",5.0,33.0,-28.0
"3885 BROADWAY New York, NY 10032",73.0,104.0,-31.0
"389 EAST 89 STREET New York, NY 10128",18.0,7.0,11.0
"389 LENOX AVENUE New York, NY 10027",2.0,10.0,-8.0
"389 MANHATTAN AVENUE New York, NY 10026",0.0,1.0,-1.0
"3890 BROADWAY New York, NY 10032",19.0,53.0,-34.0
"39 1 AVENUE New York, NY 10003",3.0,3.0,0.0
"39 5 AVENUE New York, NY 10003",1.0,0.0,1.0
"39 AUDUBON AVENUE New York, NY 10032",0.0,1.0,-1.0
"39 CARMINE STREET New York, NY 10014",10.0,0.0,10.0
"39 CLAREMONT AVENUE New York, NY 10027",0.0,2.0,-2.0
"39 COMMERCE STREET New York, NY 10014",0.0,1.0,-1.0
"39 EAST 1 STREET New York, NY 10003",0.0,9.0,-9.0
"39 EAST 10 STREET New York, NY 10003",0.0,2.0,-2.0
"39 EAST 12 STREET New York, NY 10003",1.0,0.0,1.0
"39 EAST 20 STREET New York, NY 10003",1.0,1.0,0.0
"39 EAST 67 STREET New York, NY 10065",0.0,2.0,-2.0
"39 EAST 7 STREET New York, NY 10003",1.0,0.0,1.0
"39 EAST 72 STREET New York, NY 10021",0.0,1.0,-1.0
"39 ESSEX STREET New York, NY 10002",0.0,2.0,-2.0
"39 GREAT JONES STREET New York, NY 10012",0.0,1.0,-1.0
"39 GREENWICH AVENUE New York, NY 10014",1.0,0.0,1.0
"39 HENRY STREET New York, NY 10002",1.0,0.0,1.0
"39 MADISON STREET New York, NY 10038",1.0,0.0,1.0
"39 MONROE STREET New York, NY 10002",0.0,2.0,-2.0
"39 VESTRY STREET New York, NY 10013",0.0,1.0,-1.0
"39 WALKER STREET New York, NY 10013",0.0,2.0,-2.0
"39 WEST 105 STREET New York, NY 10025",0.0,2.0,-2.0
"39 WEST 126 STREET New York, NY 10027",0.0,1.0,-1.0
"39 WEST 127 STREET New York, NY 10027",0.0,1.0,-1.0
"39 WEST 130 STREET New York, NY 10037",0.0,1.0,-1.0
"39 WEST 16 STREET New York, NY 10011",0.0,1.0,-1.0
"39 WEST 27 STREET New York, NY 10001",2.0,1.0,1.0
"39 WEST 44 STREET New York, NY 10036",1.0,0.0,1.0
"39 WEST 55 STREET New York, NY 10019",0.0,2.0,-2.0
"39 WEST 75 STREET New York, NY 10023",0.0,2.0,-2.0
"39 WEST 84 STREET New York, NY 10024",0.0,1.0,-1.0
"39 WEST 87 STREET New York, NY 10024",0.0,1.0,-1.0
"39 WEST 89 STREET New York, NY 10024",2.0,1.0,1.0
"39 WEST 95 STREET New York, NY 10025",0.0,1.0,-1.0
"390 1 AVENUE New York, NY 10010",3.0,0.0,3.0
"390 BROOME STREET New York, NY 10013",6.0,16.0,-10.0
"390 FT WASHINGTON AVENUE New York, NY 10033",0.0,2.0,-2.0
"390 MANHATTAN AVENUE New York, NY 10026",0.0,1.0,-1.0
"390 WADSWORTH AVENUE New York, NY 10040",102.0,66.0,36.0
"390 WEST BROADWAY New York, NY 10012",1.0,0.0,1.0
"3900 BROADWAY New York, NY 10032",40.0,39.0,1.0
"3901 BROADWAY New York, NY 10032",14.0,3.0,11.0
"391 2 AVENUE New York, NY 10010",0.0,1.0,-1.0
"391 FT WASHINGTON AVENUE New York, NY 10033",6.0,23.0,-17.0
"3910 BROADWAY New York, NY 10032",9.0,10.0,-1.0
"3915 BROADWAY New York, NY 10032",23.0,100.0,-77.0
"392 BROADWAY New York, NY 10013",0.0,1.0,-1.0
"392 CENTRAL PARK WEST New York, NY 10025",2.0,1.0,1.0
"392 COLUMBUS AVENUE New York, NY 10024",0.0,1.0,-1.0
"392 WEST STREET New York, NY 10014",0.0,2.0,-2.0
"3920 BROADWAY New York, NY 10032",5.0,15.0,-10.0
"3926 BROADWAY New York, NY 10032",28.0,9.0,19.0
"393 2 AVENUE New York, NY 10010",0.0,1.0,-1.0
"393 8 AVENUE New York, NY 10001",3.0,7.0,-4.0
"393 EDGECOMBE AVENUE New York, NY 10031",9.0,7.0,2.0
"393 WEST END AVENUE New York, NY 10024",85.0,22.0,63.0
"394 EAST 8 STREET New York, NY 10009",1.0,0.0,1.0
"394 MANHATTAN AVENUE New York, NY 10026",0.0,1.0,-1.0
"394 WEST STREET New York, NY 10014",2.0,0.0,2.0
"3940 BROADWAY New York, NY 10032",1.0,0.0,1.0
"395 2 AVENUE New York, NY 10010",51.0,8.0,43.0
"395 RIVERSIDE DRIVE New York, NY 10025",0.0,1.0,-1.0
"395 SOUTH END AVENUE New York, NY 10280",6.0,11.0,-5.0
"397 8 AVENUE New York, NY 10001",0.0,1.0,-1.0
"397 MANHATTAN AVENUE New York, NY 10026",1.0,0.0,1.0
"397 WASHINGTON STREET New York, NY 10013",0.0,1.0,-1.0
"398 3 AVENUE New York, NY 10016",0.0,1.0,-1.0
"398 AUDUBON AVENUE New York, NY 10033",2.0,6.0,-4.0
"399 8 AVENUE New York, NY 10001",0.0,2.0,-2.0
"399 AUDUBON AVENUE New York, NY 10033",16.0,0.0,16.0
"399 CHAMBERS STREET New York, NY 10282",1.0,3.0,-2.0
"399 EAST 52 STREET New York, NY 10022",1.0,0.0,1.0
"399 WASHINGTON STREET New York, NY 10013",0.0,1.0,-1.0
"399 WEST BROADWAY New York, NY 10012",0.0,1.0,-1.0
"3990 10 AVENUE New York, NY 10034",3.0,18.0,-15.0
"4 BEDFORD STREET New York, NY 10014",0.0,2.0,-2.0
"4 BLEECKER STREET New York, NY 10012",2.0,2.0,0.0
"4 BOGARDUS PLACE New York, NY 10040",0.0,1.0,-1.0
"4 EAST 10 STREET New York, NY 10003",0.0,2.0,-2.0
"4 EAST 102 STREET New York, NY 10029",2.0,0.0,2.0
"4 EAST 107 STREET New York, NY 10029",2.0,4.0,-2.0
"4 EAST 117 STREET New York, NY 10035",0.0,1.0,-1.0
"4 EAST 132 STREET New York, NY 10037",0.0,1.0,-1.0
"4 EAST 28 STREET New York, NY 10016",22.0,1.0,21.0
"4 EAST 30 STREET New York, NY 10016",2.0,0.0,2.0
"4 EAST 62 STREET New York, NY 10065",0.0,2.0,-2.0
"4 EAST 64 STREET New York, NY 10065",14.0,8.0,6.0
"4 EAST 70 STREET New York, NY 10021",1.0,0.0,1.0
"4 EAST 77 STREET New York, NY 10075",0.0,1.0,-1.0
"4 EAST 8 STREET New York, NY 10003",12.0,0.0,12.0
"4 EAST 88 STREET New York, NY 10128",0.0,1.0,-1.0
"4 EAST 89 STREET New York, NY 10128",3.0,0.0,3.0
"4 HANOVER SQUARE New York, NY 10005",1.0,1.0,0.0
"4 LEXINGTON AVENUE New York, NY 10010",1.0,0.0,1.0
"4 MANHATTAN AVENUE New York, NY 10025",1.0,1.0,0.0
"4 PETER COOPER ROAD New York, NY 10010",14.0,0.0,14.0
"4 SOUTH PINEHURST AVENUE New York, NY 10033",50.0,73.0,-23.0
"4 ST LUKES PLACE New York, NY 10014",0.0,2.0,-2.0
"4 ST MARKS PLACE New York, NY 10003",4.0,0.0,4.0
"4 ST NICHOLAS TERRACE New York, NY 10027",1.0,1.0,0.0
"4 WASHINGTON TERRACE New York, NY 10033",0.0,2.0,-2.0
"4 WEST 101 STREET New York, NY 10025",6.0,25.0,-19.0
"4 WEST 103 STREET New York, NY 10025",1.0,0.0,1.0
"4 WEST 104 STREET New York, NY 10025",4.0,0.0,4.0
"4 WEST 105 STREET New York, NY 10025",1.0,2.0,-1.0
"4 WEST 108 STREET New York, NY 10025",3.0,0.0,3.0
"4 WEST 128 STREET New York, NY 10027",0.0,1.0,-1.0
"4 WEST 131 STREET New York, NY 10037",5.0,1.0,4.0
"4 WEST 22 STREET New York, NY 10010",1.0,1.0,0.0
"4 WEST 28 STREET New York, NY 10001",1.0,2.0,-1.0
"4 WHITE STREET New York, NY 10013",4.0,4.0,0.0
"40 1 AVENUE New York, NY 10009",1.0,1.0,0.0
"40 1/2 ST MARKS PLACE New York, NY 10003",0.0,1.0,-1.0
"40 5 AVENUE New York, NY 10011",1.0,2.0,-1.0
"40 ARDEN STREET New York, NY 10040",10.0,27.0,-17.0
"40 AUDUBON AVENUE New York, NY 10032",1.0,0.0,1.0
"40 BARROW STREET New York, NY 10014",0.0,2.0,-2.0
"40 BROAD STREET New York, NY 10004",0.0,1.0,-1.0
"40 DOWNING STREET New York, NY 10014",0.0,1.0,-1.0
"40 EAST 11 STREET New York, NY 10003",0.0,2.0,-2.0
"40 EAST 126 STREET New York, NY 10035",0.0,1.0,-1.0
"40 EAST 19 STREET New York, NY 10003",2.0,0.0,2.0
"40 EAST 22 STREET New York, NY 10010",1.0,7.0,-6.0
"40 EAST 62 STREET New York, NY 10065",0.0,1.0,-1.0
"40 EAST 72 STREET New York, NY 10021",0.0,1.0,-1.0
"40 EAST 74 STREET New York, NY 10021",0.0,2.0,-2.0
"40 EAST 75 STREET New York, NY 10021",0.0,2.0,-2.0
"40 EAST 76 STREET New York, NY 10021",0.0,1.0,-1.0
"40 EAST 80 STREET New York, NY 10075",2.0,7.0,-5.0
"40 EAST 9 STREET New York, NY 10003",0.0,1.0,-1.0
"40 EAST BROADWAY New York, NY 10002",3.0,4.0,-1.0
"40 EAST END AVENUE New York, NY 10028",1.0,1.0,0.0
"40 EDGECOMBE AVENUE New York, NY 10030",0.0,2.0,-2.0
"40 GOLD STREET New York, NY 10038",2.0,3.0,-1.0
"40 GROVE STREET New York, NY 10014",3.0,1.0,2.0
"40 HORATIO STREET New York, NY 10014",25.0,21.0,4.0
"40 HUDSON STREET New York, NY 10013",0.0,1.0,-1.0
"40 KING STREET New York, NY 10014",0.0,1.0,-1.0
"40 LUDLOW STREET New York, NY 10002",4.0,0.0,4.0
"40 MARBLE HILL AVENUE New York, NY 10463",10.0,0.0,10.0
"40 MARKET STREET New York, NY 10002",1.0,2.0,-1.0
"40 MONROE STREET New York, NY 10002",2.0,1.0,1.0
"40 MORNINGSIDE AVENUE New York, NY 10026",8.0,27.0,-19.0
"40 MORTON STREET New York, NY 10014",89.0,64.0,25.0
"40 PARK AVENUE New York, NY 10016",0.0,1.0,-1.0
"40 RENWICK STREET New York, NY 10013",0.0,1.0,-1.0
"40 RIVERSIDE DRIVE New York, NY 10024",0.0,1.0,-1.0
"40 RIVINGTON STREET New York, NY 10002",2.0,0.0,2.0
"40 SHERMAN AVENUE New York, NY 10040",4.0,7.0,-3.0
"40 ST NICHOLAS AVENUE New York, NY 10026",35.0,82.0,-47.0
"40 SUTTON PLACE New York, NY 10022",1.0,0.0,1.0
"40 THAYER STREET New York, NY 10040",10.0,2.0,8.0
"40 WADSWORTH TERRACE New York, NY 10040",2.0,20.0,-18.0
"40 WATERSIDE PLAZA New York, NY 10010",1.0,1.0,0.0
"40 WEST 111 STREET New York, NY 10026",46.0,35.0,11.0
"40 WEST 116 STREET New York, NY 10026",4.0,4.0,0.0
"40 WEST 119 STREET New York, NY 10026",1.0,0.0,1.0
"40 WEST 120 STREET New York, NY 10027",0.0,2.0,-2.0
"40 WEST 126 STREET New York, NY 10027",1.0,2.0,-1.0
"40 WEST 127 STREET New York, NY 10027",4.0,2.0,2.0
"40 WEST 128 STREET New York, NY 10027",1.0,39.0,-38.0
"40 WEST 135 STREET New York, NY 10037",3.0,1.0,2.0
"40 WEST 35 STREET New York, NY 10001",1.0,1.0,0.0
"40 WEST 37 STREET New York, NY 10018",1.0,0.0,1.0
"40 WEST 56 STREET New York, NY 10019",0.0,1.0,-1.0
"40 WEST 59 STREET New York, NY 10019",0.0,1.0,-1.0
"40 WEST 67 STREET New York, NY 10023",0.0,1.0,-1.0
"40 WEST 70 STREET New York, NY 10023",0.0,1.0,-1.0
"40 WEST 71 STREET New York, NY 10023",1.0,0.0,1.0
"40 WEST 74 STREET New York, NY 10023",0.0,1.0,-1.0
"40 WEST 84 STREET New York, NY 10024",0.0,1.0,-1.0
"40 WEST 85 STREET New York, NY 10024",0.0,1.0,-1.0
"40 WEST 86 STREET New York, NY 10024",1.0,1.0,0.0
"40 WEST 87 STREET New York, NY 10024",0.0,1.0,-1.0
"40 WEST 94 STREET New York, NY 10025",0.0,1.0,-1.0
"400 2 AVENUE New York, NY 10010",8.0,6.0,2.0
"400 3 AVENUE New York, NY 10016",1.0,2.0,-1.0
"400 AUDUBON AVENUE New York, NY 10033",4.0,0.0,4.0
"400 CATHEDRAL PARKWAY New York, NY 10025",7.0,7.0,0.0
"400 CENTRAL PARK WEST New York, NY 10025",5.0,11.0,-6.0
"400 CONVENT AVENUE New York, NY 10031",14.0,33.0,-19.0
"400 EAST 115 STREET New York, NY 10029",1.0,1.0,0.0
"400 EAST 20 STREET New York, NY 10009",8.0,1.0,7.0
"400 EAST 50 STREET New York, NY 10022",1.0,0.0,1.0
"400 EAST 54 STREET New York, NY 10022",1.0,0.0,1.0
"400 EAST 70 STREET New York, NY 10021",1.0,1.0,0.0
"400 FT WASHINGTON AVENUE New York, NY 10033",1.0,5.0,-4.0
"400 GRAND STREET New York, NY 10002",0.0,2.0,-2.0
"400 MANHATTAN AVENUE New York, NY 10026",6.0,8.0,-2.0
"400 ST NICHOLAS AVENUE New York, NY 10027",23.0,37.0,-14.0
"400 WEST 128 STREET New York, NY 10027",21.0,35.0,-14.0
"400 WEST 145 STREET New York, NY 10031",0.0,1.0,-1.0
"400 WEST 150 STREET New York, NY 10031",7.0,32.0,-25.0
"400 WEST 155 STREET New York, NY 10032",19.0,3.0,16.0
"400 WEST 23 STREET New York, NY 10011",2.0,0.0,2.0
"400 WEST 24 STREET New York, NY 10011",6.0,11.0,-5.0
"400 WEST 48 STREET New York, NY 10036",1.0,0.0,1.0
"400 WEST 50 STREET New York, NY 10019",4.0,1.0,3.0
"400 WEST 63 STREET New York, NY 10069",1.0,1.0,0.0
"400 WEST 66 STREET New York, NY 10069",1.0,0.0,1.0
"4005 BROADWAY New York, NY 10032",19.0,45.0,-26.0
"400A WEST 43 STREET New York, NY 10036",0.0,1.0,-1.0
"401 1 AVENUE New York, NY 10010",2.0,1.0,1.0
"401 2 AVENUE New York, NY 10010",1.0,1.0,0.0
"401 7 AVENUE New York, NY 10001",3.0,0.0,3.0
"401 8 AVENUE New York, NY 10001",0.0,2.0,-2.0
"401 EAST 50 STREET New York, NY 10022",15.0,29.0,-14.0
"401 EAST 58 STREET New York, NY 10022",2.0,0.0,2.0
"401 EAST 74 STREET New York, NY 10021",1.0,2.0,-1.0
"401 EAST 76 STREET New York, NY 10021",3.0,0.0,3.0
"401 EAST 84 STREET New York, NY 10028",1.0,0.0,1.0
"401 EAST 89 STREET New York, NY 10128",0.0,1.0,-1.0
"401 EDGECOMBE AVENUE New York, NY 10031",9.0,1.0,8.0
"401 LENOX AVENUE New York, NY 10037",1.0,0.0,1.0
"401 PARK AVENUE SOUTH New York, NY 10016",1.0,0.0,1.0
"401 WEST 115 STREET New York, NY 10025",0.0,1.0,-1.0
"401 WEST 22 STREET New York, NY 10011",14.0,4.0,10.0
"401 WEST 25 STREET New York, NY 10001",4.0,0.0,4.0
"401 WEST 40 STREET New York, NY 10018",5.0,5.0,0.0
"401 WEST 42 STREET New York, NY 10036",2.0,1.0,1.0
"401 WEST END AVENUE New York, NY 10024",3.0,0.0,3.0
"402 1 AVENUE New York, NY 10010",1.0,0.0,1.0
"402 3 AVENUE New York, NY 10016",2.0,1.0,1.0
"402 8 AVENUE New York, NY 10001",1.0,6.0,-5.0
"402 COLUMBUS AVENUE New York, NY 10024",0.0,1.0,-1.0
"402 EAST 10 STREET New York, NY 10009",1.0,0.0,1.0
"402 EAST 11 STREET New York, NY 10009",2.0,3.0,-1.0
"402 EAST 83 STREET New York, NY 10028",17.0,3.0,14.0
"402 WEST 145 STREET New York, NY 10031",0.0,1.0,-1.0
"402 WEST 148 STREET New York, NY 10031",7.0,9.0,-2.0
"402 WEST 153 STREET New York, NY 10031",1.0,0.0,1.0
"402 WEST 20 STREET New York, NY 10011",0.0,1.0,-1.0
"402 WEST 46 STREET New York, NY 10036",0.0,2.0,-2.0
"402 WEST 47 STREET New York, NY 10036",0.0,2.0,-2.0
"402 WEST 50 STREET New York, NY 10019",2.0,2.0,0.0
"402 WEST 54 STREET New York, NY 10019",0.0,2.0,-2.0
"4026 10 AVENUE New York, NY 10034",1.0,4.0,-3.0
"403 8 AVENUE New York, NY 10001",0.0,2.0,-2.0
"403 AUDUBON AVENUE New York, NY 10033",8.0,25.0,-17.0
"403 EAST 57 STREET New York, NY 10022",1.0,0.0,1.0
"403 EAST 6 STREET New York, NY 10016",1.0,1.0,0.0
"403 EAST 64 STREET New York, NY 10065",4.0,10.0,-6.0
"403 EAST 70 STREET New York, NY 10021",1.0,0.0,1.0
"403 EAST 73 STREET New York, NY 10021",4.0,0.0,4.0
"403 EAST 78 STREET New York, NY 10075",0.0,1.0,-1.0
"403 EAST 79 STREET New York, NY 10075",1.0,0.0,1.0
"403 EAST 87 STREET New York, NY 10128",1.0,0.0,1.0
"403 MANHATTAN AVENUE New York, NY 10026",1.0,2.0,-1.0
"403 WEST 205 STREET New York, NY 10034",13.0,17.0,-4.0
"403 WEST 21 STREET New York, NY 10011",0.0,2.0,-2.0
"403 WEST 39 STREET New York, NY 10018",0.0,2.0,-2.0
"403 WEST 40 STREET New York, NY 10018",27.0,23.0,4.0
"403 WEST 48 STREET New York, NY 10036",2.0,0.0,2.0
"403 WEST 49 STREET New York, NY 10019",0.0,1.0,-1.0
"403 WEST 54 STREET New York, NY 10019",1.0,1.0,0.0
"404 8 AVENUE New York, NY 10001",25.0,18.0,7.0
"404 AUDUBON AVENUE New York, NY 10033",33.0,75.0,-42.0
"404 EAST 10 STREET New York, NY 10009",3.0,5.0,-2.0
"404 EAST 117 STREET New York, NY 10035",0.0,1.0,-1.0
"404 EAST 14 STREET New York, NY 10009",0.0,1.0,-1.0
"404 EAST 49 STREET New York, NY 10017",0.0,2.0,-2.0
"404 EAST 53 STREET New York, NY 10022",0.0,1.0,-1.0
"404 EAST 65 STREET New York, NY 10065",1.0,0.0,1.0
"404 EAST 66 STREET New York, NY 10065",1.0,1.0,0.0
"404 EAST 73 STREET New York, NY 10021",0.0,1.0,-1.0
"404 EAST 75 STREET New York, NY 10021",2.0,1.0,1.0
"404 EAST 79 STREET New York, NY 10075",1.0,2.0,-1.0
"404 EAST 83 STREET New York, NY 10028",42.0,41.0,1.0
"404 EAST 88 STREET New York, NY 10128",16.0,10.0,6.0
"404 EAST 9 STREET New York, NY 10009",0.0,2.0,-2.0
"404 LENOX AVENUE New York, NY 10037",5.0,0.0,5.0
"404 PARK AVENUE SOUTH New York, NY 10016",2.0,0.0,2.0
"404 WEST 146 STREET New York, NY 10031",0.0,2.0,-2.0
"404 WEST 147 STREET New York, NY 10031",1.0,30.0,-29.0
"404 WEST 149 STREET New York, NY 10031",0.0,1.0,-1.0
"404 WEST 22 STREET New York, NY 10011",0.0,1.0,-1.0
"404 WEST 23 STREET New York, NY 10011",1.0,0.0,1.0
"404 WEST 40 STREET New York, NY 10018",0.0,2.0,-2.0
"404 WEST 44 STREET New York, NY 10036",2.0,0.0,2.0
"404 WEST 46 STREET New York, NY 10036",1.0,0.0,1.0
"404 WEST 54 STREET New York, NY 10019",7.0,0.0,7.0
"404 WEST 56 STREET New York, NY 10019",0.0,1.0,-1.0
"4041 BROADWAY New York, NY 10032",8.0,0.0,8.0
"405 BROADWAY New York, NY 10013",0.0,1.0,-1.0
"405 EAST 117 STREET New York, NY 10035",0.0,1.0,-1.0
"405 EAST 118 STREET New York, NY 10035",0.0,2.0,-2.0
"405 EAST 12 STREET New York, NY 10009",2.0,1.0,1.0
"405 EAST 50 STREET New York, NY 10022",0.0,1.0,-1.0
"405 EAST 56 STREET New York, NY 10022",9.0,13.0,-4.0
"405 EAST 61 STREET New York, NY 10065",0.0,1.0,-1.0
"405 EAST 69 STREET New York, NY 10021",2.0,0.0,2.0
"405 EAST 77 STREET New York, NY 10075",1.0,0.0,1.0
"405 EAST 82 STREET New York, NY 10028",0.0,2.0,-2.0
"405 EAST 87 STREET New York, NY 10128",3.0,0.0,3.0
"405 EAST 90 STREET New York, NY 10128",1.0,1.0,0.0
"405 EDGECOMBE AVENUE New York, NY 10031",12.0,14.0,-2.0
"405 MAIN STREET New York, NY 10044",1.0,0.0,1.0
"405 WEST 118 STREET New York, NY 10027",0.0,1.0,-1.0
"405 WEST 127 STREET New York, NY 10027",3.0,22.0,-19.0
"405 WEST 148 STREET New York, NY 10031",0.0,1.0,-1.0
"405 WEST 40 STREET New York, NY 10018",8.0,8.0,0.0
"405 WEST 47 STREET New York, NY 10036",0.0,1.0,-1.0
"405 WEST 48 STREET New York, NY 10036",1.0,0.0,1.0
"405 WEST 50 STREET New York, NY 10019",0.0,1.0,-1.0
"405 WEST 54 STREET New York, NY 10019",0.0,1.0,-1.0
"405 WEST 57 STREET New York, NY 10019",0.0,1.0,-1.0
"4051 BROADWAY New York, NY 10032",8.0,1.0,7.0
"406 8 AVENUE New York, NY 10001",2.0,1.0,1.0
"406 CENTRAL PARK WEST New York, NY 10025",0.0,2.0,-2.0
"406 EAST 10 STREET New York, NY 10009",0.0,2.0,-2.0
"406 EAST 119 STREET New York, NY 10035",39.0,78.0,-39.0
"406 EAST 120 STREET New York, NY 10035",2.0,0.0,2.0
"406 EAST 73 STREET New York, NY 10021",0.0,2.0,-2.0
"406 EAST 83 STREET New York, NY 10028",2.0,8.0,-6.0
"406 EAST 9 STREET New York, NY 10009",2.0,0.0,2.0
"406 LENOX AVENUE New York, NY 10037",0.0,2.0,-2.0
"406 WEST 129 STREET New York, NY 10027",19.0,21.0,-2.0
"406 WEST 145 STREET New York, NY 10031",0.0,2.0,-2.0
"406 WEST 146 STREET New York, NY 10031",0.0,2.0,-2.0
"406 WEST 149 STREET New York, NY 10031",0.0,1.0,-1.0
"406 WEST 20 STREET New York, NY 10011",0.0,2.0,-2.0
"406 WEST 22 STREET New York, NY 10011",0.0,1.0,-1.0
"406 WEST 25 STREET New York, NY 10001",6.0,2.0,4.0
"406 WEST 31 STREET New York, NY 10001",1.0,0.0,1.0
"406 WEST 34 STREET New York, NY 10001",0.0,1.0,-1.0
"406 WEST 39 STREET New York, NY 10018",1.0,0.0,1.0
"406 WEST 40 STREET New York, NY 10018",1.0,0.0,1.0
"406 WEST 46 STREET New York, NY 10036",0.0,1.0,-1.0
"406 WEST 47 STREET New York, NY 10036",0.0,1.0,-1.0
"406 WEST 48 STREET New York, NY 10036",48.0,4.0,44.0
"406 WEST 57 STREET New York, NY 10019",1.0,2.0,-1.0
"4060 BROADWAY New York, NY 10032",6.0,0.0,6.0
"4067 BROADWAY New York, NY 10032",12.0,7.0,5.0
"4069 BROADWAY New York, NY 10032",5.0,15.0,-10.0
"407 3 AVENUE New York, NY 10016",1.0,0.0,1.0
"407 8 AVENUE New York, NY 10001",1.0,0.0,1.0
"407 AMSTERDAM AVENUE New York, NY 10024",7.0,12.0,-5.0
"407 AUDUBON AVENUE New York, NY 10033",4.0,0.0,4.0
"407 CENTRAL PARK WEST New York, NY 10025",1.0,5.0,-4.0
"407 EAST 50 STREET New York, NY 10022",0.0,1.0,-1.0
"407 EAST 6 STREET New York, NY 10009",0.0,1.0,-1.0
"407 EAST 69 STREET New York, NY 10021",16.0,2.0,14.0
"407 EAST 75 STREET New York, NY 10021",0.0,1.0,-1.0
"407 EAST 78 STREET New York, NY 10075",0.0,2.0,-2.0
"407 EAST 81 STREET New York, NY 10028",7.0,7.0,0.0
"407 EAST 85 STREET New York, NY 10028",0.0,1.0,-1.0
"407 EAST 90 STREET New York, NY 10128",2.0,0.0,2.0
"407 WEST 145 STREET New York, NY 10031",3.0,0.0,3.0
"407 WEST 146 STREET New York, NY 10031",0.0,1.0,-1.0
"407 WEST 147 STREET New York, NY 10031",0.0,2.0,-2.0
"407 WEST 148 STREET New York, NY 10031",0.0,2.0,-2.0
"407 WEST 205 STREET New York, NY 10034",6.0,25.0,-19.0
"407 WEST 39 STREET New York, NY 10018",1.0,1.0,0.0
"407 WEST 47 STREET New York, NY 10036",0.0,1.0,-1.0
"407 WEST 49 STREET New York, NY 10019",2.0,0.0,2.0
"407 WEST 51 STREET New York, NY 10019",37.0,14.0,23.0
"407 WEST 52 STREET New York, NY 10019",2.0,4.0,-2.0
"407 WEST 54 STREET New York, NY 10019",1.0,1.0,0.0
"4070 BROADWAY New York, NY 10032",1.0,0.0,1.0
"408 AUDUBON AVENUE New York, NY 10033",20.0,86.0,-66.0
"408 EAST 117 STREET New York, NY 10035",0.0,1.0,-1.0
"408 EAST 120 STREET New York, NY 10035",0.0,2.0,-2.0
"408 EAST 73 STREET New York, NY 10021",0.0,2.0,-2.0
"408 EAST 83 STREET New York, NY 10028",1.0,0.0,1.0
"408 EAST 88 STREET New York, NY 10128",0.0,1.0,-1.0
"408 EAST 89 STREET New York, NY 10128",3.0,0.0,3.0
"408 MANHATTAN AVENUE New York, NY 10026",2.0,3.0,-1.0
"408 WEST 115 STREET New York, NY 10025",0.0,1.0,-1.0
"408 WEST 130 STREET New York, NY 10027",62.0,86.0,-24.0
"408 WEST 149 STREET New York, NY 10031",0.0,2.0,-2.0
"408 WEST 150 STREET New York, NY 10031",4.0,3.0,1.0
"408 WEST 20 STREET New York, NY 10011",1.0,0.0,1.0
"408 WEST 36 STREET New York, NY 10018",2.0,2.0,0.0
"408 WEST 39 STREET New York, NY 10018",12.0,9.0,3.0
"408 WEST 48 STREET New York, NY 10036",1.0,1.0,0.0
"408 WEST 51 STREET New York, NY 10019",2.0,3.0,-1.0
"408 WEST 57 STREET New York, NY 10019",18.0,1.0,17.0
"4081 BROADWAY New York, NY 10032",6.0,13.0,-7.0
"409 EAST 115 STREET New York, NY 10029",0.0,2.0,-2.0
"409 EAST 118 STREET New York, NY 10035",0.0,1.0,-1.0
"409 EAST 50 STREET New York, NY 10022",1.0,2.0,-1.0
"409 EAST 6 STREET New York, NY 10009",1.0,0.0,1.0
"409 EAST 78 STREET New York, NY 10075",2.0,0.0,2.0
